stem,population,gt_solved,pred_solved,gt_category,pred_category,pred_repaired_solved,gt_op_degenerate_zero,gt_op_span_V,n_gt_nodes,n_pred_nodes,n_corresponded,n_agree,recall,precision,f1,f1_incl_ground,exact,max_abs_dv,median_abs_dv,f1_shipped_policy,n_gt_comps,n_pred_comps,aligned,unmatched_gt,unmatched_pred,net_f1_topology,terminal_pair_f1_topology,strict_success_topology
circuit_1013,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,6,6,6,0,0,1.0,1.0,1
circuit_1022,both_solve,1,1,ok,ok,1,0,7.5,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,8,8,8,0,0,1.0,1.0,1
circuit_1025,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,False,30.0,10.0,0.3333333333333333,8,8,8,0,0,1.0,1.0,1
circuit_1028,neither_solves,0,0,singular_matrix,singular_matrix,0,0,29.9875411,,,,,,,,,,,,,14,14,14,0,0,0.7407407407407407,0.5873015873015872,0
circuit_1045,both_solve,1,1,ok,ok,1,0,15.0,2,2,2,1,0.5,0.5,0.5,0.6666666666666666,False,30.0,15.0,0.5,7,7,7,0,0,1.0,1.0,1
circuit_1048,both_solve,1,1,ok,ok,1,0,14.96184809,15,15,15,7,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.5,False,0.38672408999999996,0.016639999999998878,0.4666666666666667,24,24,24,0,0,1.0,1.0,1
circuit_1052,both_solve,1,1,ok,ok,1,0,2.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_1059,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.734799999984999,,,,,,,,,,,,,14,14,14,0,0,0.7037037037037037,0.5853658536585367,0
circuit_1080,only_gt_solves,1,0,ok,singular_matrix,0,0,29.3796395,,,,,,,,,,,,,16,18,16,0,2,0.9333333333333333,0.8514851485148515,0
circuit_1095,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.7840252,,,,,,,,,,,,,19,19,19,0,0,0.9444444444444444,0.9047619047619047,0
circuit_1103,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,5,5,5,0,0,1.0,1.0,1
circuit_115,both_solve,1,1,ok,ok,1,0,0.0,5,5,5,5,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,10,10,10,0,0,1.0,1.0,1
circuit_1150,both_solve,1,1,ok,ok,1,0,16.0,4,4,4,3,0.75,0.75,0.75,0.8000000000000002,False,2.0,0.0,0.75,7,7,7,0,0,1.0,1.0,1
circuit_1156,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.95140372,,,,,,,,,,,,,19,19,19,0,0,0.9166666666666666,0.8412698412698412,0
circuit_1175,both_solve,1,1,ok,ok,1,0,14.999999999999897,19,19,19,16,0.8421052631578947,0.8421052631578947,0.8421052631578947,0.85,False,10.311368,0.0,0.8421052631578947,30,31,30,0,1,0.975609756097561,0.9180327868852458,0
circuit_118,both_solve,1,1,ok,ok,1,0,14.5917432,15,15,15,6,0.4,0.4,0.4000000000000001,0.4375,False,0.1189,0.06749000000000116,0.4000000000000001,23,23,23,0,0,1.0,1.0,1
circuit_1182,both_solve,1,1,ok,ok,1,0,7.5,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,6,6,6,0,0,1.0,1.0,1
circuit_1184,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.734799999984999,,,,,,,,,,,,,14,14,14,0,0,0.8148148148148148,0.7192982456140351,0
circuit_1187,neither_solves,0,0,singular_matrix,singular_matrix,0,0,14.90749309,,,,,,,,,,,,,19,20,19,0,1,0.8918918918918918,0.7794117647058824,0
circuit_1195,both_solve,1,1,ok,ok,1,0,15.0,5,5,5,1,0.2,0.2,0.20000000000000004,0.3333333333333333,False,30.0,2.0,0.20000000000000004,8,8,8,0,0,1.0,1.0,1
circuit_1197,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_1207,only_pred_solves,0,1,singular_matrix,ok,1,0,0.0,,,,,,,,,,,,,13,13,13,0,0,0.8076923076923077,0.7727272727272727,0
circuit_1222,neither_solves,0,0,singular_matrix,singular_matrix,0,0,1000000015.0,,,,,,,,,,,,,15,15,15,0,0,0.6176470588235294,0.4144144144144144,0
circuit_1234,both_solve,1,1,ok,ok,1,0,1.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,6,6,6,0,0,1.0,1.0,1
circuit_1238,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,23,1,1,0.6170212765957447,0.35526315789473684,0
circuit_1240,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_1247,both_solve,1,1,ok,ok,1,0,2.745939999999999,16,15,15,5,0.3125,0.3333333333333333,0.3225806451612903,0.30303030303030304,False,14.674441810000001,7.341673,0.3225806451612903,22,22,22,0,0,1.0,1.0,1
circuit_1253,both_solve,1,1,ok,ok,1,0,25.0,7,7,7,7,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,12,12,12,0,0,1.0,1.0,1
circuit_1259,both_solve,1,1,ok,ok,1,0,14.0,4,4,4,0,0.0,0.0,0.0,0.20000000000000004,False,30.0,8.0,1.0,8,9,8,0,1,0.9375,0.8181818181818181,0
circuit_1264,neither_solves,0,0,singular_matrix,singular_matrix,0,0,1000000015.0,,,,,,,,,,,,,15,17,15,0,2,0.5675675675675677,0.30215827338129503,0
circuit_1273,both_solve,1,1,ok,ok,1,0,14.5917432,15,15,15,6,0.4,0.4,0.4000000000000001,0.4375,False,0.4381599999999999,0.08809999999999896,0.4000000000000001,23,23,23,0,0,1.0,1.0,1
circuit_1275,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,False,30.0,0.0,0.6666666666666666,7,7,7,0,0,1.0,1.0,1
circuit_129,both_solve,1,1,ok,ok,1,0,14.0,3,3,3,0,0.0,0.0,0.0,0.25,False,30.0,30.0,0.0,7,7,7,0,0,1.0,1.0,1
circuit_131,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,1,0.25,0.25,0.25,0.4000000000000001,False,30.0,30.0,0.25,8,8,8,0,0,1.0,1.0,1
circuit_132,neither_solves,0,0,singular_matrix,singular_matrix,0,0,14.90376221,,,,,,,,,,,,,19,19,19,0,0,0.9166666666666666,0.8412698412698412,0
circuit_140,both_solve,1,1,ok,ok,1,0,14.5917432,15,12,12,5,0.3333333333333333,0.4166666666666667,0.3703703703703704,0.41379310344827586,False,13.64253,0.12861865000000017,0.3703703703703704,23,25,21,2,4,0.5192307692307692,0.17857142857142858,0
circuit_142,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,23,24,23,0,1,0.6451612903225806,0.36879432624113473,0
circuit_147,both_solve,1,1,ok,ok,1,0,0.0,5,5,5,2,0.4,0.4,0.4000000000000001,0.5,False,30.0,15.0,0.4000000000000001,9,9,9,0,0,1.0,1.0,1
circuit_15,both_solve,1,1,ok,ok,1,0,15.0,2,2,2,1,0.5,0.5,0.5,0.6666666666666666,False,30.0,15.0,0.5,6,6,6,0,0,1.0,1.0,1
circuit_150,only_gt_solves,1,0,ok,singular_matrix,1,0,15.0,,,,,,,,,,,,,7,7,7,0,0,0.8461538461538461,0.7857142857142858,0
circuit_154,both_solve,1,1,ok,ok,1,0,1.0,2,2,2,2,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,5,5,5,0,0,1.0,1.0,1
circuit_156,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.0,,,,,,,,,,,,,17,18,17,0,1,0.9705882352941176,0.9107142857142857,0
circuit_165,both_solve,1,1,ok,ok,1,0,16.0,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,False,30.0,2.0,0.3333333333333333,7,7,7,0,0,1.0,1.0,1
circuit_171,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,23,23,23,0,0,0.717391304347826,0.4852941176470588,0
circuit_179,neither_solves,0,0,singular_matrix,singular_matrix,0,0,14.999996,,,,,,,,,,,,,9,10,9,0,1,0.9444444444444444,0.85,0
circuit_181,neither_solves,0,0,singular_matrix,singular_matrix,1,0,1000000015.0,,,,,,,,,,,,,15,15,15,0,0,0.6176470588235294,0.3620689655172413,0
circuit_196,both_solve,1,1,ok,ok,1,0,0.0,2,2,2,0,0.0,0.0,0.0,0.3333333333333333,False,30.0,30.0,0.0,5,5,5,0,0,1.0,1.0,1
circuit_20,both_solve,1,1,ok,ok,1,0,15.0,2,2,2,2,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,5,6,5,0,1,0.9,0.7692307692307693,0
circuit_208,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.551494,,,,,,,,,,,,,19,19,19,0,0,0.9166666666666666,0.8412698412698412,0
circuit_209,neither_solves,0,0,singular_matrix,singular_matrix,0,0,16.46012,,,,,,,,,,,,,13,13,13,0,0,0.7692307692307693,0.647887323943662,0
circuit_21,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,6,6,6,0,0,1.0,1.0,1
circuit_211,neither_solves,0,0,singular_matrix,parse_error,0,0,26.351630000015,,,,,,,,,,,,,14,14,14,0,0,0.2222222222222222,0.22727272727272727,0
circuit_218,both_solve,1,1,ok,ok,1,0,29.3796395,12,10,10,0,0.0,0.0,0.0,0.0,False,29.1722,14.5862,0.0909090909090909,16,15,15,1,0,0.9411764705882354,0.9411764705882352,0
circuit_220,neither_solves,0,0,singular_matrix,singular_matrix,0,0,50.0,,,,,,,,,,,,,13,13,13,0,0,0.5769230769230769,0.46258503401360546,0
circuit_221,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.734799999984999,,,,,,,,,,,,,14,14,14,0,0,0.5185185185185185,0.4328358208955224,0
circuit_225,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_249,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.882218,,,,,,,,,,,,,14,14,13,1,1,0.7407407407407407,0.5783132530120482,0
circuit_251,neither_solves,0,0,singular_matrix,singular_matrix,0,0,7.5,,,,,,,,,,,,,6,6,6,0,0,1.0,1.0,1
circuit_255,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,3,0.75,0.75,0.75,0.8000000000000002,False,30.0,0.0,1.0,7,7,7,0,0,1.0,1.0,1
circuit_257,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.7840252,,,,,,,,,,,,,18,18,18,0,0,1.0,1.0,1
circuit_259,neither_solves,0,0,singular_matrix,singular_matrix,1,0,1000000015.0,,,,,,,,,,,,,15,16,15,0,1,0.5915492957746479,0.33070866141732286,0
circuit_264,both_solve,1,1,ok,ok,1,0,15.0,5,5,5,1,0.2,0.2,0.20000000000000004,0.3333333333333333,False,30.0,15.0,0.20000000000000004,9,9,9,0,0,1.0,1.0,1
circuit_270,both_solve,1,1,ok,ok,1,0,15.0,3,2,2,1,0.3333333333333333,0.5,0.4,0.5714285714285715,False,22.5,11.25,0.4,6,6,6,0,0,0.6363636363636364,0.41379310344827586,0
circuit_271,both_solve,1,1,ok,ok,1,0,7.5,3,3,3,0,0.0,0.0,0.0,0.25,False,30.0,15.0,0.0,6,6,6,0,0,1.0,1.0,1
circuit_278,neither_solves,0,0,singular_matrix,singular_matrix,1,0,0.0,,,,,,,,,,,,,15,15,15,0,0,0.6176470588235294,0.3620689655172413,0
circuit_298,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15659710000.001,,,,,,,,,,,,,24,24,24,0,0,0.5531914893617021,0.23611111111111113,0
circuit_304,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.99009934,,,,,,,,,,,,,7,7,7,0,0,1.0,1.0,1
circuit_308,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.15920000000000023,,,,,,,,,,,,,6,6,6,0,0,1.0,1.0,1
circuit_321,both_solve,1,1,ok,ok,1,0,7.5,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,False,1.0,1.0,0.3333333333333333,8,8,8,0,0,1.0,1.0,1
circuit_325,only_gt_solves,1,0,ok,singular_matrix,1,0,0.0,,,,,,,,,,,,,9,9,9,0,0,0.6470588235294118,0.6181818181818182,0
circuit_33,both_solve,1,1,ok,ok,1,0,14.98207181,15,14,14,8,0.5333333333333333,0.5714285714285714,0.5517241379310344,0.5806451612903225,False,0.8133300000000006,0.0,0.5517241379310344,23,23,23,0,0,0.9183673469387755,0.8148148148148149,0
circuit_331,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.0,,,,,,,,,,,,,28,28,28,0,0,0.6851851851851852,0.4352941176470588,0
circuit_338,neither_solves,0,0,singular_matrix,singular_matrix,0,0,81684330.0,,,,,,,,,,,,,23,23,23,0,0,0.7032967032967032,0.4923076923076923,0
circuit_347,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.3448821,,,,,,,,,,,,,19,19,19,0,0,0.9166666666666666,0.8412698412698412,0
circuit_351,both_solve,1,1,ok,ok,1,0,1.0,3,3,3,0,0.0,0.0,0.0,0.25,False,30.0,30.0,0.0,7,7,7,0,0,1.0,1.0,1
circuit_353,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,1,0.25,0.25,0.25,0.4000000000000001,False,30.0,30.0,0.25,7,7,7,0,0,1.0,1.0,1
circuit_366,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_388,neither_solves,0,0,singular_matrix,singular_matrix,0,0,1388227.0,,,,,,,,,,,,,18,18,18,0,0,0.8048780487804877,0.7326732673267328,0
circuit_389,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.009894,,,,,,,,,,,,,11,11,11,0,0,0.9047619047619048,0.8823529411764706,0
circuit_39,only_pred_solves,0,1,singular_matrix,ok,1,0,26.37060000000035,,,,,,,,,,,,,14,14,14,0,0,0.6666666666666666,0.6119402985074627,0
circuit_398,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_402,both_solve,1,1,ok,ok,1,0,0.0,2,2,2,2,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,6,6,6,0,0,1.0,1.0,1
circuit_410,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,26,21,3,5,0.32989690721649484,0.07692307692307693,0
circuit_412,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.0,,,,,,,,,,,,,28,28,28,0,0,0.6851851851851852,0.4352941176470588,0
circuit_420,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,8,8,8,0,0,1.0,1.0,1
circuit_429,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.000000442000001,,,,,,,,,,,,,6,6,6,0,0,1.0,1.0,1
circuit_43,both_solve,1,1,ok,ok,1,0,14.5917432,15,15,15,6,0.4,0.4,0.4000000000000001,0.4375,False,0.4381599999999999,0.08809999999999896,0.4000000000000001,23,23,23,0,0,1.0,1.0,1
circuit_431,both_solve,1,1,ok,ok,1,0,1.7325800000000005,16,15,15,6,0.375,0.4,0.38709677419354843,0.3636363636363636,False,13.783515,0.006859999999999644,0.38709677419354843,22,22,22,0,0,1.0,1.0,1
circuit_432,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.0000024,,,,,,,,,,,,,18,18,18,0,0,1.0,1.0,1
circuit_441,both_solve,1,1,ok,ok,1,0,15.0,5,5,5,0,0.0,0.0,0.0,0.16666666666666666,False,4.0,2.0,0.0,8,8,8,0,0,1.0,1.0,1
circuit_442,both_solve,1,1,ok,ok,1,0,10.666667,5,5,5,5,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,9,9,9,0,0,1.0,1.0,1
circuit_447,both_solve,1,1,ok,ok,1,0,16.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,9,9,9,0,0,1.0,1.0,1
circuit_450,both_solve,1,1,ok,ok,1,0,1.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,6,6,6,0,0,1.0,1.0,1
circuit_474,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.6193149,,,,,,,,,,,,,19,20,19,0,1,0.918918918918919,0.838235294117647,0
circuit_483,neither_solves,0,0,singular_matrix,singular_matrix,1,0,1000000018.75,,,,,,,,,,,,,14,15,14,0,1,0.8695652173913043,0.7321428571428571,0
circuit_486,both_solve,1,1,ok,ok,1,0,14.0,4,4,4,4,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,8,8,8,0,0,1.0,1.0,1
circuit_490,both_solve,1,1,ok,ok,1,0,1.0,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,False,2.0,0.0,0.6666666666666666,8,8,8,0,0,1.0,1.0,1
circuit_50,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.99,,,,,,,,,,,,,8,8,8,0,0,1.0,1.0,1
circuit_505,both_solve,1,1,ok,ok,1,0,15.0,2,2,2,2,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,9,9,9,0,0,1.0,1.0,1
circuit_513,only_pred_solves,0,1,singular_matrix,ok,1,0,27.0959,,,,,,,,,,,,,14,14,14,0,0,0.8888888888888888,0.848,0
circuit_516,both_solve,1,1,ok,ok,1,0,30.0,4,4,4,3,0.75,0.75,0.75,0.8000000000000002,False,1.0,0.0,0.75,8,8,8,0,0,1.0,1.0,1
circuit_517,both_solve,1,1,ok,ok,1,0,15.0,4,4,4,1,0.25,0.25,0.25,0.4000000000000001,False,30.0,20.3333315,0.25,9,9,9,0,0,1.0,1.0,1
circuit_526,both_solve,1,1,ok,ok,1,0,16.0,5,5,5,3,0.6,0.6,0.6,0.6666666666666666,False,30.0,0.0,0.6,9,9,9,0,0,1.0,1.0,1
circuit_541,neither_solves,0,0,singular_matrix,singular_matrix,1,0,14.0,,,,,,,,,,,,,7,7,7,0,0,1.0,1.0,1
circuit_553,neither_solves,0,0,singular_matrix,singular_matrix,0,0,30.0,,,,,,,,,,,,,14,14,14,0,0,0.9259259259259259,0.8688524590163935,0
circuit_556,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.0,,,,,,,,,,,,,13,13,13,0,0,1.0,1.0,1
circuit_557,neither_solves,0,0,singular_matrix,singular_matrix,0,0,29.6330273,,,,,,,,,,,,,13,13,13,0,0,0.4000000000000001,0.28431372549019607,0
circuit_578,neither_solves,0,0,singular_matrix,singular_matrix,1,0,15.0000023,,,,,,,,,,,,,18,18,18,0,0,1.0,1.0,1
circuit_579,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,False,30.0,6.37268e-16,0.6666666666666666,7,7,7,0,0,1.0,1.0,1
circuit_590,neither_solves,0,0,singular_matrix,singular_matrix,1,0,1000000015.0,,,,,,,,,,,,,15,15,15,0,0,0.6176470588235294,0.3620689655172413,0
circuit_594,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.734799999984999,,,,,,,,,,,,,14,14,14,0,0,0.37037037037037035,0.2,0
circuit_603,neither_solves,0,0,singular_matrix,singular_matrix,0,0,8.0,,,,,,,,,,,,,8,8,8,0,0,1.0,1.0,1
circuit_604,both_solve,1,1,ok,ok,1,0,13.919215,13,14,13,7,0.5384615384615384,0.5,0.5185185185185186,0.5517241379310344,False,0.4410000000000007,0.0,0.5185185185185186,22,22,22,0,0,0.9782608695652174,0.9864864864864865,0
circuit_612,both_solve,1,1,ok,ok,1,0,7.5,3,3,3,0,0.0,0.0,0.0,0.25,False,30.0,15.0,1.0,6,6,6,0,0,1.0,1.0,1
circuit_616,both_solve,1,1,ok,ok,1,0,29.3796395,12,11,11,0,0.0,0.0,0.0,0.0,False,30.658859,15.3070422,0.9565217391304348,16,16,16,0,0,1.0,1.0,1
circuit_624,neither_solves,0,0,singular_matrix,singular_matrix,0,0,0.0,,,,,,,,,,,,,7,7,7,0,0,1.0,1.0,1
circuit_627,both_solve,1,1,ok,ok,1,0,14.5917432,15,15,15,6,0.4,0.4,0.4000000000000001,0.4375,False,0.1189,0.06749000000000116,0.4000000000000001,23,23,23,0,0,1.0,1.0,1
circuit_630,neither_solves,0,0,singular_matrix,singular_matrix,0,0,1000000015.0,,,,,,,,,,,,,15,16,15,0,1,0.5633802816901409,0.31007751937984496,0
circuit_639,only_pred_solves,0,1,singular_matrix,ok,1,0,15.734799999984999,,,,,,,,,,,,,14,14,14,0,0,0.2222222222222222,0.21621621621621623,0
circuit_64,only_gt_solves,1,0,ok,singular_matrix,0,0,1500015.0,,,,,,,,,,,,,24,24,24,0,0,0.6382978723404256,0.35526315789473684,0
circuit_641,both_solve,1,1,ok,ok,1,0,16.0,3,3,3,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,False,32.0,30.0,0.3333333333333333,6,6,6,0,0,1.0,1.0,1
circuit_643,neither_solves,0,0,singular_matrix,singular_matrix,0,0,15.734799999984999,,,,,,,,,,,,,14,13,13,1,0,0.6153846153846153,0.5272727272727272,0
circuit_657,both_solve,1,1,ok,ok,1,0,15.0,3,3,3,3,1.0,1.0,1.0,1.0,True,0.0,0.0,1.0,8,8,8,0,0,1.0,1.0,1
