image,matched,n_gt,n_pred,net_f1,nged,per_component_connected_acc,per_component_recall_acc,rep,strict_success,terminal_pair_f1,terminal_pair_precision,terminal_pair_recall,unmatched_gt,unmatched_pred
circuit_1.jpg,14,15,15,0.8823529411764706,0.17391304347826086,0.26666666666666666,0.26666666666666666,rep0,False,0.8059701492537313,0.782608695652174,0.8307692307692308,1,1
circuit_1016.jpg,15,15,16,0.9014084507042254,0.38333333333333336,0.6,0.6,rep0,False,0.9305555555555556,1.0,0.8701298701298701,0,1
circuit_1018.jpg,6,6,6,0.7272727272727273,0.21951219512195122,0.16666666666666666,0.16666666666666666,rep0,False,0.6153846153846153,0.7272727272727273,0.5333333333333333,0,0
circuit_1074.jpg,28,28,28,0.9074074074074074,0.3723404255319149,0.25,0.6428571428571429,rep0,False,0.8594377510040161,0.7985074626865671,0.9304347826086956,0,0
circuit_1076.jpg,24,24,24,1.0,0.30120481927710846,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1077.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1079.jpg,22,23,23,0.8979591836734694,0.4228571428571429,0.5217391304347826,0.6521739130434783,rep0,False,0.855072463768116,0.855072463768116,0.855072463768116,1,1
circuit_1087.jpg,9,9,9,1.0,0.0625,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1093.jpg,17,19,18,0.4857142857142857,0.423728813559322,0.0,0.15789473684210525,rep0,False,0.32950191570881227,0.2107843137254902,0.7543859649122807,2,1
circuit_1094.jpg,6,6,6,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1097.jpg,10,10,12,0.7142857142857143,0.40476190476190477,0.4,0.4,rep0,False,0.5333333333333333,0.5333333333333333,0.5333333333333333,0,2
circuit_1111.jpg,24,24,24,1.0,0.34523809523809523,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1121.jpg,7,7,7,0.7692307692307693,0.5294117647058824,0.2857142857142857,0.5714285714285714,rep0,False,0.6,0.5,0.75,0,0
circuit_1122.jpg,19,19,19,0.8611111111111112,0.07936507936507936,0.15789473684210525,0.47368421052631576,rep0,False,0.7919463087248322,0.7375,0.855072463768116,0,0
circuit_1124.jpg,19,19,19,1.0,0.34375,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1127.jpg,8,8,8,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_113.jpg,24,24,24,1.0,0.32142857142857145,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1133.jpg,13,13,13,0.9230769230769231,0.053763440860215055,0.46153846153846156,0.46153846153846156,rep0,False,0.8536585365853658,0.875,0.8333333333333334,0,0
circuit_1134.jpg,14,14,15,0.5,0.22448979591836735,0.0,0.07142857142857142,rep0,False,0.3418803418803419,0.2898550724637681,0.4166666666666667,0,1
circuit_1135.jpg,6,6,6,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1145.jpg,6,6,6,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1153.jpg,28,28,28,1.0,0.3368421052631579,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1162.jpg,17,18,18,0.8823529411764706,0.11570247933884298,0.3888888888888889,0.3888888888888889,rep0,False,0.765625,0.7,0.8448275862068966,1,1
circuit_1166.jpg,23,23,23,1.0,0.2727272727272727,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1172.jpg,23,23,24,0.8514851485148514,0.3695652173913043,0.5217391304347826,0.5652173913043478,rep0,False,0.8333333333333334,0.873015873015873,0.7971014492753623,0,1
circuit_1183.jpg,6,6,6,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1194.jpg,24,24,24,0.8723404255319149,0.23636363636363636,0.25,0.4166666666666667,rep0,False,0.7873303167420814,0.71900826446281,0.87,0,0
circuit_1201.jpg,22,22,23,0.9462365591397849,0.22699386503067484,0.5909090909090909,0.6363636363636364,rep0,False,0.8250000000000001,0.8461538461538461,0.8048780487804879,0,1
circuit_1202.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1203.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1204.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1205.jpg,6,6,6,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1209.jpg,14,14,14,0.7037037037037037,0.24444444444444444,0.0,1.0,rep0,False,0.6716417910447761,0.5056179775280899,1.0,0,0
circuit_1233.jpg,15,15,15,0.7647058823529412,0.24561403508771928,0.0,0.0,rep0,False,0.6666666666666667,0.671875,0.6615384615384615,0,0
circuit_1239.jpg,8,9,9,0.8823529411764706,0.0,0.3333333333333333,0.3333333333333333,rep0,False,0.7619047619047619,0.7619047619047619,0.7619047619047619,1,1
circuit_1241.jpg,20,20,20,0.9090909090909091,0.2727272727272727,0.6,0.8,rep0,False,0.8421052631578948,0.7567567567567568,0.9491525423728814,0,0
circuit_1243.jpg,24,24,24,0.9148936170212766,0.3132530120481928,0.6666666666666666,0.6666666666666666,rep0,False,0.9201877934272301,0.9158878504672897,0.9245283018867925,0,0
circuit_1244.jpg,23,24,25,0.8958333333333333,0.28901734104046245,0.6666666666666666,0.6666666666666666,rep0,False,0.92,0.92,0.92,1,2
circuit_125.jpg,8,8,8,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1252.jpg,21,23,24,0.8080808080808082,0.3707865168539326,0.21739130434782608,0.30434782608695654,rep0,False,0.6758620689655173,0.6447368421052632,0.7101449275362319,2,3
circuit_1256.jpg,18,18,19,0.47222222222222227,0.48,0.0,0.05555555555555555,rep0,False,0.26506024096385544,0.22916666666666666,0.3142857142857143,0,1
circuit_1258.jpg,8,8,8,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1262.jpg,7,7,7,1.0,0.08,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_1268.jpg,13,14,14,0.9259259259259259,0.0,0.5,0.5,rep0,False,0.8444444444444444,0.8444444444444444,0.8444444444444444,1,1
circuit_1272.jpg,15,15,15,0.9411764705882353,0.1896551724137931,0.7333333333333333,1.0,rep0,False,0.953125,0.9104477611940298,1.0,0,0
circuit_136.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_138.jpg,6,6,6,1.0,0.21739130434782608,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_14.jpg,23,23,23,1.0,0.25,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_153.jpg,14,14,14,0.8518518518518519,0.22580645161290322,0.42857142857142855,1.0,rep0,False,0.7894736842105263,0.6521739130434783,1.0,0,0
circuit_155.jpg,19,19,19,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_170.jpg,10,10,10,1.0,0.1388888888888889,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_178.jpg,6,7,7,0.8461538461538461,0.10869565217391304,0.14285714285714285,0.14285714285714285,rep0,False,0.7272727272727273,0.7272727272727273,0.7272727272727273,1,1
circuit_184.jpg,13,13,13,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_185.jpg,5,5,5,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_187.jpg,13,14,14,0.8148148148148148,0.23655913978494625,0.0,0.5,rep0,False,0.7008547008547009,0.5942028985507246,0.8541666666666666,1,1
circuit_19.jpg,9,9,9,0.8235294117647058,0.0967741935483871,0.3333333333333333,1.0,rep0,False,0.7391304347826086,0.5862068965517241,1.0,0,0
circuit_193.jpg,19,20,21,0.9249999999999999,0.33793103448275863,0.4,0.4,rep0,False,0.8554216867469879,0.8554216867469879,0.8554216867469879,1,2
circuit_198.jpg,19,19,19,0.8611111111111112,0.2440944881889764,0.15789473684210525,0.15789473684210525,rep0,False,0.7160493827160493,0.8405797101449275,0.6236559139784946,0,0
circuit_205.jpg,15,15,15,0.7058823529411765,0.24561403508771928,0.0,0.0,rep0,False,0.6504065040650407,0.6896551724137931,0.6153846153846154,0,0
circuit_210.jpg,15,15,15,1.0,0.13793103448275862,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_215.jpg,15,15,15,0.735294117647059,0.29914529914529914,0.0,0.0,rep0,False,0.6293706293706293,0.5769230769230769,0.6923076923076923,0,0
circuit_226.jpg,24,24,24,1.0,0.3253012048192771,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_230.jpg,8,8,8,1.0,0.14285714285714285,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_236.jpg,7,7,7,1.0,0.16,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_238.jpg,14,14,14,0.2222222222222222,0.45454545454545453,0.0,1.0,rep0,False,0.22727272727272727,0.1282051282051282,1.0,0,0
circuit_260.jpg,6,6,6,0.8181818181818182,0.1,0.3333333333333333,1.0,rep0,False,0.7857142857142858,0.6470588235294118,1.0,0,0
circuit_263.jpg,6,6,6,1.0,0.23809523809523808,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_267.jpg,6,6,6,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_294.jpg,24,24,24,0.94,0.36666666666666664,0.7083333333333334,0.7083333333333334,rep0,False,0.9154929577464789,0.9154929577464789,0.9154929577464789,0,0
circuit_297.jpg,23,23,23,0.7142857142857143,0.3181818181818182,0.21739130434782608,0.21739130434782608,rep0,False,0.4654088050314466,0.4625,0.46835443037974683,0,0
circuit_299.jpg,8,8,8,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_300.jpg,9,9,9,1.0,0.0625,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_303.jpg,19,19,20,0.8108108108108109,0.2748091603053435,0.15789473684210525,0.47368421052631576,rep0,False,0.6705882352941176,0.5643564356435643,0.8260869565217391,0,1
circuit_312.jpg,9,10,9,0.9444444444444444,0.5151515151515151,0.6,0.6,rep0,False,0.8292682926829268,1.0,0.7083333333333334,1,0
circuit_318.jpg,6,6,6,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_324.jpg,19,19,19,0.9444444444444444,0.06349206349206349,0.7368421052631579,1.0,rep0,False,0.9452054794520548,0.8961038961038961,1.0,0,0
circuit_327.jpg,6,6,6,0.45454545454545453,0.23809523809523808,0.0,0.0,rep0,False,0.09090909090909091,0.09090909090909091,0.09090909090909091,0,0
circuit_328.jpg,24,24,24,1.0,0.2261904761904762,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_333.jpg,10,10,10,0.5263157894736842,0.2647058823529412,0.0,0.3,rep0,False,0.43333333333333335,0.3333333333333333,0.6190476190476191,0,0
circuit_337.jpg,23,23,23,0.7346938775510203,0.3743016759776536,0.08695652173913043,0.13043478260869565,rep0,False,0.5409836065573771,0.6226415094339622,0.4782608695652174,0,0
circuit_344.jpg,14,15,15,0.7058823529411765,0.07017543859649122,0.0,0.0,rep0,False,0.5441176470588235,0.5211267605633803,0.5692307692307692,1,1
circuit_35.jpg,10,10,10,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_350.jpg,18,18,18,0.8571428571428571,0.421875,0.3333333333333333,0.3333333333333333,rep0,False,0.7555555555555555,0.8947368421052632,0.6538461538461539,0,0
circuit_355.jpg,8,8,8,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_356.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_361.jpg,9,9,9,0.8235294117647058,0.06451612903225806,0.2222222222222222,0.6666666666666666,rep0,False,0.7083333333333333,0.5862068965517241,0.8947368421052632,0,0
circuit_372.jpg,8,8,8,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_374.jpg,8,8,8,1.0,0.20689655172413793,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_383.jpg,8,8,8,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_384.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_386.jpg,10,10,10,0.7368421052631579,0.125,0.0,0.0,rep0,False,0.6021505376344085,0.7777777777777778,0.49122807017543857,0,0
circuit_394.jpg,14,14,14,0.7037037037037037,0.24444444444444444,0.2857142857142857,1.0,rep0,False,0.5844155844155845,0.41284403669724773,1.0,0,0
circuit_41.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_415.jpg,15,15,17,0.5945945945945946,0.3492063492063492,0.0,0.0,rep0,False,0.41379310344827586,0.375,0.46153846153846156,0,2
circuit_417.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_427.jpg,9,10,10,0.9473684210526315,0.1111111111111111,0.6,0.6,rep0,False,0.8333333333333334,0.8333333333333334,0.8333333333333334,1,1
circuit_437.jpg,13,14,15,0.6176470588235293,0.42105263157894735,0.07142857142857142,0.14285714285714285,rep0,False,0.39999999999999997,0.3188405797101449,0.5365853658536586,1,2
circuit_438.jpg,19,19,19,0.6944444444444444,0.28,0.10526315789473684,0.10526315789473684,rep0,False,0.4742268041237114,0.45544554455445546,0.4946236559139785,0,0
circuit_439.jpg,6,6,6,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_455.jpg,7,8,7,0.8571428571428571,0.22448979591836735,0.0,0.0,rep0,False,0.6999999999999998,0.9130434782608695,0.5675675675675675,1,0
circuit_468.jpg,14,14,14,0.9259259259259259,0.11827956989247312,0.42857142857142855,1.0,rep0,False,0.8688524590163935,0.7681159420289855,1.0,0,0
circuit_469.jpg,7,7,7,1.0,0.2,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_470.jpg,14,14,14,0.8518518518518519,0.22580645161290322,0.42857142857142855,1.0,rep0,False,0.7894736842105263,0.6521739130434783,1.0,0,0
circuit_472.jpg,16,16,16,0.9428571428571428,0.3333333333333333,0.4375,0.6875,rep0,False,0.8666666666666666,0.8297872340425532,0.9069767441860465,0,0
circuit_481.jpg,9,9,11,0.7894736842105262,0.2777777777777778,0.3333333333333333,0.3333333333333333,rep0,False,0.7619047619047619,0.7619047619047619,0.7619047619047619,0,2
circuit_485.jpg,6,6,6,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_492.jpg,23,23,23,0.6938775510204082,0.3409090909090909,0.08695652173913043,0.13043478260869565,rep0,False,0.5228758169934641,0.4444444444444444,0.6349206349206349,0,0
circuit_506.jpg,16,16,16,1.0,0.031746031746031744,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_522.jpg,22,22,22,1.0,0.32142857142857145,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_524.jpg,8,8,8,1.0,0.07142857142857142,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_525.jpg,24,24,24,1.0,0.3493975903614458,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_537.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_538.jpg,21,23,23,0.7959183673469388,0.28,0.391304347826087,0.391304347826087,rep0,False,0.7428571428571428,0.7323943661971831,0.7536231884057971,2,2
circuit_555.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_560.jpg,18,19,20,0.918918918918919,0.3082706766917293,0.42105263157894735,0.42105263157894735,rep0,False,0.855072463768116,0.855072463768116,0.855072463768116,1,2
circuit_563.jpg,15,15,17,0.5405405405405405,0.40350877192982454,0.0,0.13333333333333333,rep0,False,0.4272727272727272,0.3032258064516129,0.7230769230769231,0,2
circuit_575.jpg,9,10,10,0.6842105263157895,0.3472222222222222,0.2,0.2,rep0,False,0.47368421052631576,0.6,0.391304347826087,1,1
circuit_576.jpg,14,14,15,0.9565217391304348,0.256198347107438,1.0,1.0,rep0,False,1.0,1.0,1.0,0,1
circuit_588.jpg,13,13,13,0.6923076923076923,0.20930232558139536,0.15384615384615385,0.23076923076923078,rep0,False,0.5211267605633803,0.3854166666666667,0.8043478260869565,0,0
circuit_591.jpg,7,7,7,1.0,0.08333333333333333,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_595.jpg,14,14,14,0.8888888888888888,0.2,0.42857142857142855,0.5714285714285714,rep0,False,0.7741935483870969,0.75,0.8,0,0
circuit_6.jpg,8,8,8,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_606.jpg,22,22,22,1.0,0.313953488372093,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_607.jpg,8,8,8,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_61.jpg,10,10,10,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_611.jpg,8,8,8,0.8666666666666667,0.2222222222222222,0.375,1.0,rep0,False,0.8,0.6666666666666666,1.0,0,0
circuit_613.jpg,24,24,24,1.0,0.26506024096385544,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_614.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_618.jpg,7,7,7,1.0,0.0,1.0,1.0,rep0,True,1.0,1.0,1.0,0,0
circuit_623.jpg,6,6,6,0.45454545454545453,0.1,0.0,0.0,rep0,False,0.15384615384615385,0.125,0.2,0,0
circuit_645.jpg,8,8,8,0.8666666666666667,0.2727272727272727,0.5,1.0,rep0,False,0.9,0.8181818181818182,1.0,0,0
