image,n_pred,n_gt,matched,unmatched_pred,unmatched_gt,terminal_pair_precision,terminal_pair_recall,terminal_pair_f1,net_f1,per_component_connected_acc,nged,strict_success,spice_valid,solvable_before,solvable_after,num_assumptions,num_gauge
circuit_1.jpg,15,15,13,2,2,0.1896551724137931,0.16923076923076924,0.17886178861788618,0.4307692307692308,0.0,0.25663716814159293,False,1,0,0,4,2
circuit_1016.jpg,16,15,15,1,0,0.18518518518518517,0.19480519480519481,0.18987341772151897,0.3636363636363636,0.0,0.2545454545454545,False,1,0,0,2,2
circuit_1018.jpg,6,6,6,0,0,0.625,0.3333333333333333,0.43478260869565216,0.6363636363636364,0.0,0.19047619047619047,False,1,0,1,3,2
circuit_1074.jpg,28,28,28,0,0,0.7291666666666666,0.30434782608695654,0.42944785276073627,0.7272727272727272,0.2857142857142857,0.3224043715846995,False,1,1,1,4,1
circuit_1076.jpg,24,24,24,0,0,0.48,0.22641509433962265,0.3076923076923077,0.6373626373626374,0.125,0.39759036144578314,False,1,0,0,4,2
circuit_1077.jpg,7,7,7,0,0,0.75,1.0,0.8571428571428571,0.8461538461538461,1.0,0.10204081632653061,False,1,1,1,2,1
circuit_1079.jpg,23,23,22,1,1,0.46296296296296297,0.36231884057971014,0.4065040650406504,0.6458333333333333,0.08695652173913043,0.4180790960451977,False,1,1,1,4,1
circuit_1087.jpg,9,9,9,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_1093.jpg,18,19,17,1,2,0.6590909090909091,0.5087719298245614,0.5742574257425743,0.6857142857142857,0.05263157894736842,0.29457364341085274,False,1,0,1,5,2
circuit_1094.jpg,6,6,6,0,0,0.875,0.6363636363636364,0.7368421052631579,0.8571428571428572,0.16666666666666666,0.024390243902439025,False,1,1,1,4,2
circuit_1097.jpg,12,10,10,2,0,0.18181818181818182,0.26666666666666666,0.21621621621621623,0.5555555555555555,0.1,0.1388888888888889,False,1,0,1,5,2
circuit_1111.jpg,24,24,24,0,0,0.3902439024390244,0.16,0.22695035460992907,0.5714285714285714,0.125,0.38095238095238093,False,1,0,0,4,2
circuit_1121.jpg,7,7,7,0,0,0.45454545454545453,0.625,0.5263157894736842,0.6666666666666667,0.42857142857142855,0.16666666666666666,False,1,1,1,3,2
circuit_1122.jpg,19,19,19,0,0,0.75,0.5217391304347826,0.6153846153846153,0.8169014084507044,0.10526315789473684,0.35384615384615387,False,1,0,1,7,2
circuit_1124.jpg,19,19,19,0,0,0.9107142857142857,0.7391304347826086,0.8159999999999998,0.8732394366197184,0.5263157894736842,0.328125,False,1,0,1,5,2
circuit_1127.jpg,8,8,8,0,0,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.7333333333333333,0.25,0.05454545454545454,False,1,1,1,3,2
circuit_113.jpg,24,24,24,0,0,0.5384615384615384,0.21,0.302158273381295,0.6506024096385542,0.125,0.3717948717948718,False,1,0,1,4,2
circuit_1133.jpg,13,13,13,0,0,0.10256410256410256,0.19047619047619047,0.13333333333333333,0.15384615384615388,0.0,0.4520547945205479,False,0,0,0,3,1
circuit_1134.jpg,15,14,14,1,0,0.11428571428571428,0.25,0.1568627450980392,0.19047619047619047,0.0,0.43037974683544306,False,0,0,0,3,2
circuit_1135.jpg,6,6,6,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,1
circuit_1145.jpg,6,6,6,0,0,0.42857142857142855,0.375,0.39999999999999997,0.5454545454545454,0.0,0.07317073170731707,False,1,0,1,3,2
circuit_1153.jpg,28,28,28,0,0,0.4,0.22608695652173913,0.28888888888888886,0.5714285714285715,0.07142857142857142,0.3958333333333333,False,1,0,0,7,1
circuit_1162.jpg,18,18,17,1,1,0.41818181818181815,0.39655172413793105,0.4070796460176991,0.5882352941176471,0.05555555555555555,0.30952380952380953,False,1,0,1,8,2
circuit_1166.jpg,23,23,23,0,0,0.4819277108433735,0.5797101449275363,0.5263157894736842,0.7368421052631581,0.391304347826087,0.4269005847953216,False,1,1,1,4,1
circuit_1172.jpg,24,23,23,1,0,0.5510204081632653,0.782608695652174,0.6467065868263473,0.8,0.4782608695652174,0.4745762711864407,False,1,1,1,3,1
circuit_1183.jpg,6,6,6,0,0,0.5384615384615384,0.4117647058823529,0.4666666666666667,0.6363636363636364,0.0,0.12195121951219512,False,1,1,1,2,1
circuit_1194.jpg,24,24,24,0,0,0.723404255319149,0.34,0.4625850340136055,0.7311827956989247,0.375,0.32941176470588235,False,1,0,0,2,2
circuit_1201.jpg,23,22,22,1,0,0.4507042253521127,0.3902439024390244,0.41830065359477125,0.6451612903225806,0.18181818181818182,0.4303030303030303,False,1,1,1,2,1
circuit_1202.jpg,7,7,7,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,1,1,2,2
circuit_1203.jpg,7,7,7,0,0,0.7777777777777778,0.4117647058823529,0.5384615384615384,0.6923076923076923,0.0,0.29411764705882354,False,1,0,1,6,1
circuit_1204.jpg,7,7,7,0,0,1.0,0.8125,0.896551724137931,0.9230769230769231,0.42857142857142855,0.061224489795918366,False,1,0,1,3,2
circuit_1205.jpg,6,6,6,0,0,0.5,0.2727272727272727,0.3529411764705882,0.6363636363636364,0.0,0.13636363636363635,False,1,0,1,3,2
circuit_1209.jpg,14,14,14,0,0,0.10752688172043011,0.2222222222222222,0.14492753623188404,0.26666666666666666,0.0,0.37349397590361444,False,1,1,1,3,2
circuit_1233.jpg,15,15,14,1,1,0.5079365079365079,0.49230769230769234,0.5,0.6349206349206349,0.06666666666666667,0.25688073394495414,False,1,0,0,3,2
circuit_1239.jpg,9,9,8,1,1,0.6111111111111112,0.5238095238095238,0.5641025641025642,0.7647058823529412,0.1111111111111111,0.1111111111111111,False,1,0,1,3,2
circuit_1241.jpg,20,20,20,0,0,0.44285714285714284,0.5254237288135594,0.4806201550387597,0.6976744186046512,0.3,0.39869281045751637,False,1,1,1,3,0
circuit_1243.jpg,24,24,24,0,0,0.47058823529411764,0.22641509433962265,0.3057324840764331,0.6206896551724138,0.08333333333333333,0.35,False,1,0,0,5,2
circuit_1244.jpg,25,24,22,3,2,0.2222222222222222,0.1,0.13793103448275865,0.47191011235955055,0.041666666666666664,0.39759036144578314,False,1,0,0,6,2
circuit_125.jpg,8,8,8,0,0,1.0,1.0,1.0,1.0,1.0,0.0,True,1,0,1,3,2
circuit_1252.jpg,24,23,21,3,2,0.3918918918918919,0.42028985507246375,0.4055944055944056,0.6597938144329897,0.2608695652173913,0.423728813559322,False,1,1,1,7,1
circuit_1256.jpg,19,18,18,1,0,0.09883720930232558,0.24285714285714285,0.14049586776859505,0.2456140350877193,0.0,0.4056603773584906,False,1,1,1,4,2
circuit_1258.jpg,8,8,8,0,0,0.42105263157894735,0.5,0.45714285714285713,0.6206896551724138,0.0,0.09090909090909091,False,1,1,1,5,2
circuit_1262.jpg,7,7,6,1,1,0.2857142857142857,0.16666666666666666,0.2105263157894737,0.5384615384615384,0.0,0.25,False,1,0,0,3,2
